NO,TYPE,PLATE_NO,OWNER NAME,ENGIN NO,SERIAL NO,TITLE CER NO,REG/ DATE,MAKE,MODEL,CAPACITY,ENG POWER HP,M/FA/ YEAR,FILE NO,REGION,CITY,WOREDA,KEBELE,P O Box,TELL,T/ S/No,DATE,DUTY,DATA,Remark,Edesate,EGED,EGED D,EGED N,BIR AMMOUNT,BANK B,Tin Number,Field1
,LOADER,ሥከ-LD-0114,Water Works Construction Enterprise,B409018384,953*0901345,6302,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-23,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0115,Water Works Construction Enterprise,B409017479,953*0901370,6303,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-24,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0116,Water Works Construction Enterprise,B409017091,953*0901371,6304,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-25,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0117,Water Works Construction Enterprise,B409018390,953*0901355,6305,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-26,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0118,Water Works Construction Enterprise,B409018391,953*0901357,6306,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-27,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0119,Water Works Construction Enterprise,B409018381,953*0901349,6307,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-28,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0120,Water Works Construction Enterprise,B409017855,953*0901353,6308,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-29,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0121,Water Works Construction Enterprise,B409017852,953*0901351,6309,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-30,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0122,Water Works Construction Enterprise,B409018370,953*0901350,610,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-31,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0123,Water Works Construction Enterprise,B409018377,953*0901348,6311,01/03/02,XGMA,XG953-III,3,168,2009,026-LD-32,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0124,Water Works Construction Enterprise,B409015224,953*0901347,6312,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-33,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0125,Water Works Construction Enterprise,B409016400,953*0901356,6313,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-34,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0126,Water Works Construction Enterprise,B409016398,953*0901361,6314,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-35,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0127,Water Works Construction Enterprise,B409016401,953*0901362,6315,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-36,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0129,Water Works Construction Enterprise,B409018368,953*0901367,6317,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-38,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0130,Water Works Construction Enterprise,B409017061,953*0901369,6318,01/03/02,XGMA,XG953-III,3,217,2009,026-LD-39,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0131,Batu Construction Share Company,B409015204,953*0901316,6297,01/03/02,XGMA,XG953-III,3,217,2009,009-LD-10,AA,AA,23,14,1783,710999,,,FREE,,,,የባንክ ቤት,14/05/02,040/10,500.000.000,ኢትዮጲ ያ ንግድ ባንክ,,
,LOADER,ሥከ-LD-0132,Goba City Administration,B409017477,901419,6339,04/03/02,XGMA,XG953III,3,217,2009,1867-LD-01,Oromia,Goba,Goba,1,---,226610037,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0133,Southern Road Authority,M30209000100,953*0901526,6358,10/03/02,XGMA,XG953-II,3,217,2009,1822-LD-01,South,Awassa,---,---,688,462209888,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0134,Southern Road Authority,M3020900093,953*0901524,6359,10/03/02,XGMA,XG953-II,3,217,2009,1822-LD-02,South,Awassa,---,---,688,462209888,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0135,Southern Road Authority,M3020900061,953*0901525,6360,10/03/02,XGMA,XG953-II,3,217,2009,1822-LD-03,South,Awassa,---,---,688,462209888,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0136,Southern Road Authority,M3020900081,953*0901528,6361,10/03/02,XGMA,XG953-II,3,217,2009,1822-LD-04,South,Awassa,---,---,688,462209888,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0137,Dukem City Administrator,B409018366,953*0901421,6365,10/03/02,XGMA,XG-953-III,3,217,2009,1876-LD-01,Oromia,Dukem,---,1,---,114320251,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0138,Robe City Administrator,B409017856,953*0901352,6369,11/03/02,XGMA,XG953III,3,217,2009,1880-LD-01,Oromia,Robe,Robe,4,---,912327727,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0139,Ambo City Administration,B409014950,953*0901402,6427,17/03/02,XGMA,XG953III,3,217,2009,1894-LD-01,Oromia,Ambo,Ambo City,1,---,112362019,,,FREE,,,,,,,,,,
5,LOADER,ሥከ-LD-0140,Amhara HENSA SIRAWOC CONSTRACTION,*M3020860332*,*953*0900387*,6430,01/12/11,XGMA,XG953II,3,217,2009,1895-LD-01,AMHRA,B/Dar,,,---,582180906,6430,18/11/11,FREE,03/12/11,ስም ዝውውር በሽያጭ,2012/2013,,,,,,,
,LOADER,ሥከ-LD-0141,Gimbi City Administration(Sisay Bekele),B409014955,901379,6451,25/03/02,XGMA,XG953III,3,217,2009,1910-LD-01,Oromia,Gimbi,Gimbi,4,37,577710169,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0142,Gelan City Administration,B409016371,953*0901360,6468,30/03/02,XGMA,XG953III,3,217,2009,1913-LD-01,Oromia,Gelan,---,Gelan,---,911477374,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0143,Legetafo Legedadi City Administration,B409017845,953*0901399,6480,01/04/02,XGMA,XG953III,3,217,2009,1916-LD-01,Oromia,Legetafolegedadi,---,Legetafolegedadi,---,0911376163/0116519294,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0144,Oromia Roads Construction Enterprise,B409017432,953*0901400,6526,08/04/02,XGMA,XG953III,3,217,2009,1871-LD-01,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0145,Oromia Roads Construction Enterprise,B409014932,953*0901401,6527,08/04/02,XGMA,XG953III,3,217,2009,1871-LD-02,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0146,Mekele City Administration,B409017095,953*0901420,6528,09/04/01,XGMA,XG953III,3,217,2009,1924-LD-01,Tigray,Mekele,---,---,---,914723841,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0147,Addis Ababa Glass And Bottle SC,B409017507,953*0901457,6532,09/04/02,XGMA,XG953III,3,217,2009,1923-LD-01,AA,AA,25,1,5591,112702430,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0148,Southern Water Works Construction Enterprise,M3020860255,953*0901549,6553,15/04/02,XGMA,XG953II,3,217,2009,1932-LD-01,South,Awassa,Awassa,02-03,21,462210329,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0149,Southern Water Works Construction Enterprise,M3020860339,953*0901550,6554,15/04/02,XGMA,XG953II,3,217,2009,1932-LD-02,South,Awassa,Awassa,02-03,21,462210329,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0150,Southern Water Works Construction Enterprise,M3020860311,953*0901551,6555,15/04/02,XGMA,XG953II,3,217,2009,1932-LD-03,South,Awassa,Awassa,02-03,21,462210329,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0151,Southern Water Works Construction Enterprise,M3020860342,953*0901552,6556,15/04/02,XGMA,XG953II,3,217,2009,1932-LD-04,South,Awassa,Awassa,02-03,21,462210329,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0152,Oromia Water Works Construction Enterprise,B409014943,953*0901383,6572,19/04/02,XGMA,XG953III,3,217,2009,1675-LD-01,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0153,Oromia Water Works Construction Enterprise,B409014929,953*0901381,6573,19/04/02,XGMA,XG953III,3,217,2009,1675-LD-02,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0154,Oromia Water Works Construction Enterprise,B409017495,953*0901380,6574,19/04/02,XGMA,XG953III,3,217,2009,1675-LD-03,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0155,Oromia Water Works Construction Enterprise,B409017468,953*0901376,6575,19/04/02,XCMG,XG953III,3,127,2009,1675-LD-04,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0156,Oromia Water Works Construction Enterprise,B409017470,953*0901378,6576,19/04/02,XGMA,XG953III,3,217,2009,1675-LD-05,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0157,Awodaye City Administration,B409015190,953*0901405,6885,05/08/02,XGMA,XG953-III,3,217,2009,2057-LD-01,Oromia,---,East Harerge,Awodaye City,---,256620135,6594,22/04/02,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0158,Prefabricated Building Parts Production Enterprise,B409015187,953*0901404,6595,22/04/02,XGMA,XG953-III,3,217,2009,063-LD-08,AA,AA,Akaki/Kality,10/11,102365,114390480,,,FREE,,,,የፍርድ ቤት እና የባንክ ቤት,28/05/06,138644,,,,
,LODERE,ሥከ-LD-0159,ADESE KETEMA MENEGDOHE BALESELTANE,68351244,10200311HJE005475,458,26/10/20,DYNAPAC,CC2200C,7.7,80.4,2018,7281-CM-02,AA,AA,,07/08,,113713400,,,FREE,,አዲስ ሊብሬ,2011/201,,,,,,,
,LOADER,ሥከ-LD-0159,Prefabricated Building Parts Production Enterprise,B409015211,953*0901403,6596,22/04/02,XCMG,XG953-III,3,127,2009,063-LD-09,AA,AA,Akaki/Kality,10/11,102365,114390480,,,FREE,,,,የፍርድ ቤት እና የባንክ ቤት,28/05/06,138644,,,,
,LOADER,ሥከ-LD-0160,Ethiopian Electric Power Corporation,610817,N8GH22247,6694,03/06/02,N.Holland,B90B,B1.0/0.24,95,2008,722-LD-05,AA,AA,Yeka,---,1233,0111550811/0116463213,,,PAID,,,,,,,,,,
,LOADER,ሥከ-LD-0161,Ethiopian Electric Power Corporation,610794,N8GH22253,6695,03/06/02,N.Holland,B90B,B1.0/0.24,95,2008,772-LD-06,AA,AA,Yeka,---,1233,0111550811/0116463213,,,PAID,,,,,,,,,,
,LOADER,ሥከ-LD-0162,Ethiopian Electric Power Corporation,626877,N8GH22256,6761,17/06/02,Newholland,B90B,B1.0/0.20,90,2008,772-LD-07,AA,AA,Yeka,---,1233,0111550811/0116463213,,,PAID,,,,,,,,,,
,LOADER,ሥከ-LD-0163,Oromia Water Works Construction Enterprise,B409017854,953*0901461,6821,07/07/02,XGMA,XG953III,3,217,2009,1675-LD-06,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0164,Oromia Water Works Construction Enterprise,B409017848,953*0901462,6822,07/07/02,XGMA,XG953III,3,217,2009,1675-LD-07,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0165,Oromia Water Works Construction Enterprise,B409017838,953*0901460,6823,07/07/02,XGMA,XG953III,3,217,2009,1675-LD-08,Oromia,Oromia,Akaki/Kaliti,11,1696 Code 1110,114400675,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0166,Fiche City Administration,B409015234,953*0901425,6820,07/07/02,XGMA,XG953III,3,217,2009,2041-LD-01,Oromia,Fiche,Fiche City,4,-28-,0911774614/0111350025,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0167,Shashmene City Administration,B409017864,953*0901426,6841,14/07/02,XGMA,XG953III,3,217,2009,2048-LD-01,Oromia,Shashemene,---,Abosto Sub/City,652,916837345,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0168,Building Materials Supply Enterprise,B409017452,953*0901388,6901,14/08/02,XGMA,XG953III,3,217,2009,1259-LD-05,AA,AA,Bole,6,2315,116610138,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0169,Amhara Road Works Enterprise,C6E17368,LKM00363,7096,14/10/02,Cat,938H,2.8,180,2009,2109-LD-01,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0170,Amhara Road Works Enterprise,C6E21552,LKM00575,7097,14/10/02,Cat,938H,2.5,180,2009,2109-LD-02,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0171,Amhara Road Works Enterprise,C6E21554,LKM00577,7098,14/10/02,Cat,938H,2.5,180,2009,2109-LD-03,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0172,Amhara Road Works Enterprise,C6E21569,LKM00572,7099,14/10/02,Cat,938H,2.5,180,2009,2109-LD-04,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0173,South Housing Construction Project,M3020800245,953*0800869,7170,01/11/02,XGMA,XG953-II,3,217,2008,1661-LD-01,South,South,Awassa,---,1912,0462212911/0462212911/0911747217,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0174,South Housing Construction Project,M3020800418,953*0800870,7171,01/11/02,XGMA,XG953-II,3,217,2008,1661-LD-02,South,South,Awassa,---,1912,0462212911/0462212911/0911747217,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0175,Prefabricated Building Parts Production Enterprise,M3020800440,953*0800871,7250,22/04/02,XIAGONG,953II,3,214,2009,063-LD-07,AA,AA,Akaki/Kality,10/11,102365,114390480,,,FREE,,,,የፍርድ ቤት,28/05/06,138644,,,,
361,LOADER,ሥከ-LD-0176,Defence Construction & Engineering Enterprise.,BMA06175,AYL01081,7465,03/03/03,Cat,950GII,3.1,183,2003,1729-LD-08,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
,LOADER,ሥከ-LD-0177,Oromia Roads Construction Enterprise,124136,14426,7564,09/04/03,Volvo,L90C,2.5,153,1990,1871-LD-03,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0178,Sululta T/Muncipality,B409017490,953*0901375,7584,19/04/03,Xiagong,XG953III,3,214,2009,2252-LD-01,Oromia,Oromia,Sululta,1,---,0111860350/406,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0179,Oromia Roads Construction Enterprise,B409017450,901390,7779,21/07/03,XGMA,XG953III,3,217,2009,1871-LD-04,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0180,Oromia Roads Construction Enterprise,B409015142,953*0901391,7780,21/07/03,XGMA,XG953III,3,217,2009,1871-LD-05,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0181,Oromia Roads Construction Enterprise,B409017434,953*0901392,7781,21/07/03,XGMA,XG953III,3,217,2009,1871-LD-06,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0182,Oromia Roads Construction Enterprise,Engine Cover Locked,953*0901394,7782,21/07/03,XGMA,XG953III,3,217,2009,1871-LD-07,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0183,Oromia Roads Construction Enterprise,B409017447,953*0901395,7783,21/07/03,XGMA,XG953III,3,217,2009,1871-LD-08,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0184,Oromia Roads Construction Enterprise,B409014931,953*0901396,7784,21/07/03,XGMA,XG953III,3,217,2009,1871-LD-09,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0185,Oromia Roads Construction Enterprise,B409014935,953*0901397,7785,21/07/03,XGMA,XG953III,3,217,2009,1871-LD-10,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0186,Oromia Roads Construction Enterprise,B409014882,953*0901398,7786,21/07/03,XGMA,XG953III,3,217,2009,1871-LD-11,AA,AA,Arada,01/02,57794,0911635149/0111568800,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0187,Amhara National Region Water Works Construction Enterprise,39079,54908,7816,26/07/03,Komatsu,WA420-3,4,205,---,1722-LD-01,Amarha,Bahir Dar,Bahir Dar,---,106,58220288,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0188,Defence Construction & Engineering Enterprise.,69599690,153985,7922,03/09/03,Liugong,CLG856,3,214,2010,1729-LD-10,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,,,,,,,,
349,LOADER,ሥከ-LD-0189,Defence Construction & Engineering Enterprise.,69599763,153988,8688,14/06/04,Liugong,CLG856,3,214,2007,1729-LD-09,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
346,LOADER,ሥከ-LD-0190,Defence Construction & Engineering Enterprise.,69599728,153986,8689,14/06/04,Liugong,CLG856,3,214,2010,1729-LD-11,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
359,LOADER,ሥከ-LD-0191,Defence Construction & Engineering Enterprise.,69593290,153987,8690,14/06/04,Liugong,CLG856,3,214,2007,1729-LD-12,AA,AA,A/Kaliti,9,3414,0114343581/2,,,FREE,,,2008/2009,,,,,,,
,LOADER,ሥከ-LD-0192,A/A City Gov/Recycling and Disposal Project Office,11086854,VCEL110FP00005297,8816,02/08/04,Volvo,L110F,3,201,2011,2574-LD-02,AA,AA,A/Ketema,19/20,56183,0112773786/85,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0193,A/A City Gov/Recycling and Disposal Project Office,11017846,VCEL110FP00005011,8815,02/08/04,Volvo,L110F,3,201,2011,2574-LD-01,AA,AA,A/Ketema,19/20,56183,0112773786/85,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0194,Amhara National Region Water Works Construction Enterprise,B409046959,CXG00953C001BZ990,8858,11/08/04,XGMA,XG953III,3,217,2011,1722-LD-02,Amarha,Bahir Dar,Bahir Dar,---,106,58220288,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0195,Amhara National Region Water Works Construction Enterprise,B409046382,CXG00953P001BZ992,8861,11/08/04,XGMA,XG953III,3,217,2011,1722-LD-03,Amarha,Bahir Dar,Bahir Dar,---,106,58220288,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0196,Amhara National Region Water Works Construction Enterprise,B409048665,CXG00953C001BZ987,8859,11/08/04,XGMA,XG953III,3,217,2011,1722-LD-04,Amarha,Bahir Dar,Bahir Dar,---,106,58220288,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0197,Amhara National Region Water Works Construction Enterprise,B409047217,CXG00953P001BZ989,8860,11/08/04,XGMA,XG953III,3,217,2011,1722-LD-05,Amarha,Bahir Dar,Bahir Dar,---,106,58220288,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0198,Tigray Water Works Construction Enterprise,C6E18327,CAT0938HLLKM00402,9579,24/01/05,Cat,938H,2.5,180,2008,2421-LD-01,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0199,Tigray Water Works Construction Enterprise,C6E18161,LKM00404,9580,24/01/05,Cat,938H,2.5,180,2009,2421-LD-02,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0200,Tigray Water Works Construction Enterprise,C6E18177,Cat0938HELKM00399,9581,24/01/05,Cat,938H,3,180,2008,2421-LD-03,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0201,Tigray Water Works Construction Enterprise,C6E18163,LKM00397,9582,24/01/05,Cat,938H,2.5,180,2008,2421-LD-04,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0205,Sold Waste Re-Use and Disposal,11346177,VCELLOFC00005451,11858,22/11/05,VOLVO,LIIOF,3,201,2012,2752-LD-02,AA,AA,Yeka,8,---,118290030,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0206,Sold Waste Re-Use and Disposal,11346173,VCEL110FI00005450,11859,23/11/05,VOLVO,LIIOF,3,201,2013,2752-LD-01,AA,AA,Yeka,8,---,118290030,,,FREE,22/03/15,,,,,,,,,
,LOADER,ሥከ-LD-0207,MENAGESHA KOLBO CITY ADMINISTRATION,CR574768,CAT0428FTLB403079,13852,03/10/03,CAT,428F,0.96/0.23,74.5,2013,4470-LD-01,OROMIA,OROMIA,MENAGESHA,1,,112849384,,,PAID,,,,,,,,,,
,LODER,ሥከ-LD-0209,DEVEHOPMENT BNKEOF ETHIOPIA,908323,HCMDDE92T00043682,3234,21/11/14,HITACHI,ZX350H-5G,1.6M*3,246HP,2017,6317/LD/02AA,AA,KIRKOS,,,,911992652,,,FREE,13/12/14,NEW,2014/2015,,,,,,,
,LOADER,ሥከ-LD-0211,Development Bank Of Ethiopia,C917B002791,XUG0050GEHCB12508,3270,02/12/14,XCMG,ZL50GN,3M*3,217HP,2018,6317-LD-01,AA,AA,Kirkos,17/18,612,115244184,,,FREE,11/12/14,አዲስ ሊብሬ,2014/2015,,,,,,,
,LOADER,ሥከ-LD-0212,AMHARA HENTSA SERAWOCHE CONSTRUCTION,103409LB,1077,349,01/12/11,KOREA,MG400-V,3.9,295,1999,1895-LD-03,AMAHRA,BAHRDAR,---,,,582180906,14106,19/11/11,FREE,02/12/11,ስም ዝውውር በሽያጭ,2012/2013,,,,,,,
,LOADER,ሥከ-LD-0212,"AA CITY ADMI,SAVING HOUSE",C9137003666,---------,13888,10/10/06,POWERPLUS,PP956T-III,3,220,2013,4547-LD-01,AA,AA,---,-----,32567,111260242,----,,PAID,,,,,,,,,,
,LOADER,ሥከ-LD-0213,AMHARA HENSA SIRAWOCH,101966LA,---------,366,01/12/11,DAEWOO MG250-III,200 IMG250-III,2.4,170,2000,1895-LD-02,AMAHRA,BAHRDAR,---,,,582180906,14105,29/11/11,FREE,10/12/11,ስም ዝውውር በሽያጭ,,,,,,,,
,LOADER,ሥከ-LD-0214,DEVELOPMENT BANK OF ETHIOPIA,C9202000125,XUG0050G9LCB05006,3691,01/02/15,XCMG,ZL50GN,3,217,2020,6317-LD-38,AMHARA,DEBRE BIRHAN,,,,948302678,,,FREE,02/02/15,NEW,2015/2016,,,,,,,
,LOADER,ሥከ-LD-0216,Water Works Construction Enterprise,26598342,HHKHL04VC0001720,15133,04/05/07,HYUNDAI,HL760-7A,3M*3,205HP,2012,026-LD-03,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0217,Water Works Construction Enterprise,26597270,HHKHL04TC0001712,15134,04/05/07,HYUNDAI,HL760-7A,3M*3,205HP,2012,026-LD-04,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0218,AMHARA HENSA SIRAWOC CONSTRUCTION,1212G035160,15GL0120754,346,01/12/11,XCMG,ZL50G,3,217,2012,1895-LD-01,AMHRA,AMHRA,BAHER DAR,,,582180906,15920,18-11-11,FREE,03/12/11,ስም ዝውውር በሽያጭ,2012/2013,,,,,,,
,LOADER,ሥከ-LD-0219,Kality Construction Materials Production Enterprise,1212F029617,15GL0120701,16498,02/08/08,XCMG,ZL50GN,3M*3,217HP,2012,1118/LD/04,AA,AA,Akaki/Kality,9,626/1230,114352548,,,FREE,,,,የባንክ ቤት,26/02/13,1174/20,20.000.000,BIRHAN BANK,,
,LOADER,ሥከ-LD-0220,Kality Construction Materials Production Enterprise,1212F031751,15GL01Z0683,16499,08/08/08,XCMG,ZL50GN,3M*3,217HP,2012,1118/LD/05,AA,AA,Akaki/Kality,9,626/1230,114352548,,,FREE,,,,የባንክ ቤት,26/02/13,1174/20,20.000.000,BIRHAN BANK,,
,LOADER,ሥከ-LD-0221,Mekela Weter,PE4045T312102,IT0315SJJB0196506,315SJ,24/08/08,JOHN Deere,315SJ,0.42,92.5,2010,5076-LD-01,,,,,,,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0222,Addis Ababa Water & Sewerage Authority,C9138003787,CEN968T1181010199,17898,29/09/08,Power Plus,PP968T-111,3,220,2013,350-LD-05,AA,AA,Bole,08/09,1505,116623672,,,PAID,,,,,,,,,,
,LOADER,ሥከ-LD-0223,Addis Ababa Water & Sewerage Authority,C9137003652,CCN966T3181010148,17899,29/09/08,Power Plus,PP968T-111,3,220,2013,350-LD-06,AA,AA,Bole,08/09,1505,116623672,,,PAID,,,,,,,,,,
,LOADER,ሥከ-LD-0224,Tigray Water Works Construction Enterprise,87734826,SL50AA3000269,18209,05/11/08,SHANTUI,SL50W,3,217,2011,2421-LD-05,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,LOADER,ሥከ-LD-0225,Tigray Water Works Construction Enterprise,87734823,SL50AA3000275,18210,05/11/08,SHANTUI,SL50W-3,3,217,2011,2421-LD-06,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
,LOADER,ሥከ-LD-0226,Tigray Water Works Construction Enterprise,87737366,SL50AA3000274,18218,05/11/08,SHANTUI,SL50W-3,3,217,2011,2421-LD-07,Tigray,Tigray,Mekele,7,Semen Woreda,344408976,,,PAID,,,,,,,,,,
